angular_velocity_x,angular_velocity_y,angular_velocity_z,battery_current,battery_voltage,esc_0_voltage,esc_1_voltage,esc_2_voltage,esc_3_voltage,motor_0_current,motor_0_force,motor_0_omega,motor_0_torque,motor_1_current,motor_1_force,motor_1_omega,motor_1_torque,motor_2_current,motor_2_force,motor_2_omega,motor_2_torque,motor_3_current,motor_3_force,motor_3_omega,motor_3_torque,orientation_w,orientation_x,orientation_y,orientation_z,position_x,position_y,position_z,timestamp,velocity_x,velocity_y,velocity_z
3.20588e-14,28.2891,7.67615e-16,59.0962,16.36,16.2047,16.2047,16.2859,16.2859,14.6533,6.55099,2848.82,0.0691452,14.6533,6.55099,2848.82,-0.0691452,14.7756,6.60841,2862.69,0.0697857,14.7756,6.60841,2862.69,-0.0697857,0.996104,-6.84504e-16,0.08819,-8.28906e-16,14.0953,-2.57558e-14,-0.007348,2.7325,3.66118,2.78969e-14,-13.15
3.20269e-14,28.3182,7.32921e-16,59.7841,16.3564,16.2002,16.2002,16.2814,16.2814,14.808,6.60266,2846.73,0.0694839,14.808,6.60266,2846.73,-0.0694839,14.9302,6.66014,2860.6,0.0701249,14.9302,6.66014,2860.6,-0.0701249,0.992361,-6.14784e-16,0.123369,-8.55197e-16,14.0986,-2.57421e-14,-0.007348,2.735,4.58343,2.6887e-14,-12.7607
3.44378e-14,28.3471,7.54605e-16,60.3707,16.3534,16.1964,16.1964,16.2776,16.2776,14.9493,6.66219,2844.87,0.0698573,14.9493,6.66219,2844.87,-0.0698573,15.0715,6.7197,2858.73,0.0704989,15.0715,6.7197,2858.73,-0.0704989,0.98737,-5.4279e-16,0.15843,-8.80648e-16,14.1019,-2.57281e-14,-0.007348,2.7375,5.47834,2.58704e-14,-12.304
3.66263e-14,28.3758,7.45931e-16,60.8496,16.3508,16.1933,16.1933,16.2744,16.2744,15.0707,6.72663,2843.29,0.0702484,15.0707,6.72663,2843.29,-0.0702484,15.193,6.78415,2857.15,0.0708906,15.193,6.78415,2857.15,-0.0708906,0.981134,-4.67244e-16,0.193327,-9.05459e-16,14.1054,-2.57139e-14,-0.007348,2.74,6.3411,2.48214e-14,-11.7822
3.50414e-14,28.4043,6.93889e-16,61.2176,16.3488,16.1908,16.1908,16.272,16.272,15.1677,6.79287,2842.04,0.0706409,15.1677,6.79287,2842.04,-0.0706409,15.2902,6.85036,2855.9,0.0712837,15.2902,6.85036,2855.9,-0.0712837,0.973657,-3.9071e-16,0.228016,-9.2923e-16,14.1089,-2.56995e-14,-0.007348,2.7425,7.16705,2.38093e-14,-11.1977
3.41229e-14,28.4328,7.28584e-16,61.4735,16.3474,16.1891,16.1891,16.2702,16.2702,15.2377,6.85779,2841.15,0.07102,15.2377,6.85779,2841.15,-0.07102,15.3603,6.91526,2855,0.0716634,15.3603,6.91526,2855,-0.0716634,0.964945,-3.15177e-16,0.262452,-9.51502e-16,14.1126,-2.5685e-14,-0.007348,2.745,7.95173,2.28831e-14,-10.5537
3.80889e-14,28.4612,7.15573e-16,61.6177,16.3465,16.188,16.188,16.2692,16.2692,15.2794,6.91846,2840.61,0.0713722,15.2794,6.91846,2840.61,-0.0713722,15.4022,6.97591,2854.46,0.0720161,15.4022,6.97591,2854.46,-0.0720161,0.955004,-2.3738e-16,0.296591,-9.73105e-16,14.1165,-2.56704e-14,-0.007348,2.7475,8.69086,2.19735e-14,-9.85354
3.89465e-14,28.4896,7.15573e-16,61.6514,16.3462,16.1877,16.1877,16.2688,16.2688,15.2927,6.97226,2840.43,0.0716857,15.2927,6.97226,2840.43,-0.0716857,15.4155,7.02969,2854.28,0.07233,15.4155,7.02969,2854.28,-0.07233,0.943845,-1.56366e-16,0.330389,-9.94365e-16,14.1205,-2.56559e-14,-0.007348,2.75,9.38043,2.10688e-14,-9.1009
3.93593e-14,28.518,7.45931e-16,61.5769,16.3464,16.188,16.188,16.2691,16.2691,15.2778,7.01691,2840.61,0.0719502,15.2778,7.01691,2840.61,-0.0719502,15.4006,7.07432,2854.46,0.0725949,15.4006,7.07432,2854.46,-0.0725949,0.931477,-7.43612e-17,0.363801,-1.01461e-15,14.1248,-2.56415e-14,-0.007348,2.7525,10.0166,2.02215e-14,-8.2998
4.53205e-14,28.5465,8.45678e-16,61.3961,16.3471,16.1889,16.1889,16.2701,16.2701,15.2355,7.05056,2841.14,0.0721569,15.2355,7.05056,2841.14,-0.0721569,15.3581,7.10796,2854.99,0.0728018,15.3581,7.10796,2854.99,-0.0728018,0.917912,1.14996e-17,0.396784,-1.03498e-15,14.1292,-2.56273e-14,-0.007348,2.755,10.596,1.93884e-14,-7.4545
4.41757e-14,28.575,7.67615e-16,61.1112,16.3484,16.1906,16.1906,16.2717,16.2717,15.1663,7.07182,2842,0.0722981,15.1663,7.07182,2842,-0.0722981,15.2886,7.1292,2855.86,0.0729429,15.2886,7.1292,2855.86,-0.0729429,0.903164,1.0017e-16,0.429295,-1.05517e-15,14.1339,-2.56134e-14,-0.007348,2.7575,11.1154,1.86002e-14,-6.56944
4.23667e-14,28.6035,7.54605e-16,60.7245,16.3502,16.1928,16.1928,16.2739,16.2739,15.0711,7.07974,2843.2,0.0723671,15.0711,7.07974,2843.2,-0.0723671,15.1929,7.13711,2857.07,0.0730115,15.1929,7.13711,2857.07,-0.0730115,0.88725,1.87061e-16,0.46129,-1.07326e-15,14.1389,-2.55998e-14,-0.007348,2.76,11.5718,1.7934e-14,-5.64925
4.16686e-14,28.6319,7.32921e-16,60.2383,16.3524,16.1957,16.1957,16.2768,16.2768,14.9504,7.07379,2844.72,0.0723582,14.9504,7.07379,2844.72,-0.0723582,15.0717,7.13115,2858.59,0.0730021,15.0717,7.13115,2858.59,-0.0730021,0.870184,2.72347e-16,0.492727,-1.08928e-15,14.144,-2.55866e-14,-0.007348,2.7625,11.9627,1.73836e-14,-4.69873
4.20821e-14,28.6604,6.93889e-16,59.6554,16.3552,16.1991,16.1991,16.2803,16.2803,14.8053,7.05383,2846.55,0.0722668,14.8053,7.05383,2846.55,-0.0722668,14.9259,7.11116,2860.43,0.0729099,14.9259,7.11116,2860.43,-0.0729099,0.851987,3.57145e-16,0.523563,-1.10384e-15,14.1495,-2.55739e-14,-0.007348,2.765,12.2859,1.69351e-14,-3.72279
4.31622e-14,28.6887,7.069e-16,58.9797,16.3584,16.2032,16.2032,16.2844,16.2844,14.6367,7.02001,2848.69,0.0720892,14.6367,7.02001,2848.69,-0.0720892,14.7566,7.0773,2862.58,0.0727312,14.7566,7.0773,2862.58,-0.0727312,0.832677,4.42309e-16,0.553758,-1.11748e-15,14.1552,-2.55617e-14,-0.007348,2.7675,12.5394,1.65826e-14,-2.72647
4.22445e-14,28.7168,6.63532e-16,58.2147,16.3621,16.2078,16.2078,16.289,16.289,14.4457,6.97256,2851.11,0.0718226,14.4457,6.97256,2851.11,-0.0718226,14.5648,7.02976,2865.01,0.0724631,14.5648,7.02976,2865.01,-0.0724631,0.812278,5.27025e-16,0.583271,-1.12973e-15,14.1611,-2.555e-14,-0.007348,2.77,12.7218,1.63354e-14,-1.71496
3.99949e-14,28.7448,6.89553e-16,57.3626,16.3662,16.213,16.213,16.2942,16.2942,14.2327,6.91151,2853.81,0.0714645,14.2327,6.91151,2853.81,-0.0714645,14.3509,6.9686,2867.72,0.0721033,14.3509,6.9686,2867.72,-0.0721033,0.790811,6.09494e-16,0.61206,-1.13935e-15,14.1674,-2.5539e-14,-0.007348,2.7725,12.8318,1.62003e-14,-0.69357
4.10752e-14,28.7724,6.98226e-16,56.4242,16.3707,16.2187,16.2187,16.2999,16.2999,13.9981,6.83686,2856.79,0.0710126,13.9981,6.83686,2856.79,-0.0710126,14.1153,6.89378,2870.71,0.0716494,14.1153,6.89378,2870.71,-0.0716494,0.768303,6.90636e-16,0.640087,-1.14704e-15,14.1739,-2.55286e-14,-0.007348,2.775,12.8688,1.61702e-14,0.332271
4.17103e-14,28.7997,7.37257e-16,55.4041,16.3757,16.2249,16.2249,16.3062,16.3062,13.7432,6.74906,2860.02,0.0704658,13.7432,6.74906,2860.02,-0.0704658,13.8595,6.80577,2873.96,0.0711004,13.8595,6.80577,2873.96,-0.0711004,0.744778,7.71769e-16,0.667312,-1.15387e-15,14.1806,-2.55189e-14,-0.007348,2.7775,12.8322,1.62444e-14,1.35716
4.45642e-14,28.8267,7.76289e-16,54.3134,16.381,16.2315,16.2315,16.3128,16.3128,13.4709,6.64914,2863.49,0.0698253,13.4709,6.64914,2863.49,-0.0698253,13.5863,6.70559,2877.44,0.0704574,13.5863,6.70559,2877.44,-0.0704574,0.720266,8.53587e-16,0.693698,-1.16062e-15,14.1876,-2.55098e-14,-0.007348,2.78,12.7222,1.64316e-14,2.37576
4.31988e-14,28.8534,7.54605e-16,53.1661,16.3866,16.2385,16.2385,16.3199,16.3199,13.1848,6.5384,2867.13,0.069094,13.1848,6.5384,2867.13,-0.069094,13.2992,6.59453,2881.1,0.0697234,13.2992,6.59453,2881.1,-0.0697234,0.694796,9.35033e-16,0.719207,-1.16645e-15,14.1949,-2.55015e-14,-0.007348,2.7825,12.5391,1.67324e-14,3.38278
4.42772e-14,28.8796,7.15573e-16,51.9758,16.3924,16.2458,16.2458,16.3272,16.3272,12.8884,6.41806,2870.91,0.0682763,12.8884,6.41806,2870.91,-0.0682763,13.0018,6.47384,2884.89,0.0689028,13.0018,6.47384,2884.89,-0.0689028,0.668398,1.01514e-15,0.743804,-1.17064e-15,14.2024,-2.54938e-14,-0.007348,2.785,12.2836,1.71433e-14,4.37298
4.40232e-14,28.9053,7.6111e-16,50.7554,16.3984,16.2532,16.2532,16.3347,16.3347,12.5848,6.28929,2874.78,0.0673777,12.5848,6.28929,2874.78,-0.0673777,12.6971,6.34466,2888.78,0.0680012,12.6971,6.34466,2888.78,-0.0680012,0.641105,1.09431e-15,0.767453,-1.17364e-15,14.2101,-2.54869e-14,-0.007348,2.7875,11.9569,1.76667e-14,5.34114
4.46563e-14,28.9307,7.6111e-16,49.5177,16.4045,16.2608,16.2608,16.3423,16.3423,12.2771,6.15331,2878.7,0.066405,12.2771,6.15331,2878.7,-0.066405,12.3884,6.20822,2892.72,0.0670251,12.3884,6.20822,2892.72,-0.0670251,0.612951,1.17226e-15,0.790121,-1.17525e-15,14.218,-2.54806e-14,-0.007348,2.79,11.5605,1.8299e-14,6.28218
4.41797e-14,28.9557,7.35089e-16,48.2778,16.4105,16.2684,16.2684,16.3499,16.3499,11.9693,6.01167,2882.63,0.0653662,11.9693,6.01167,2882.63,-0.0653662,12.0794,6.06609,2896.66,0.0659829,12.0794,6.06609,2896.66,-0.0659829,0.58397,1.24877e-15,0.811775,-1.17536e-15,14.2261,-2.5475e-14,-0.007348,2.7925,11.0964,1.90367e-14,7.19117
4.28156e-14,28.9803,7.30752e-16,47.0537,16.4165,16.2759,16.2759,16.3574,16.3574,11.6656,5.86628,2886.51,0.0642713,11.6656,5.86628,2886.51,-0.0642713,11.7748,5.92018,2900.55,0.0648844,11.7748,5.92018,2900.55,-0.0648844,0.554199,1.323e-15,0.832384,-1.17297e-15,14.2345,-2.54701e-14,-0.007348,2.795,10.5668,1.98578e-14,8.06343
4.36719e-14,29.0045,7.32921e-16,45.8631,16.4224,16.2832,16.2832,16.3648,16.3648,11.3707,5.71916,2890.28,0.0631317,11.3707,5.71916,2890.28,-0.0631317,11.4788,5.77252,2904.34,0.0637411,11.4788,5.77252,2904.34,-0.0637411,0.523676,1.39534e-15,0.851918,-1.16874e-15,14.2429,-2.54659e-14,-0.007348,2.7975,9.97421,2.07686e-14,8.89446
4.25298e-14,29.0283,7.32921e-16,44.7202,16.428,16.2902,16.2902,16.3718,16.3718,11.088,5.57208,2893.89,0.0619591,11.088,5.57208,2893.89,-0.0619591,11.1951,5.62489,2907.96,0.0625646,11.1951,5.62489,2907.96,-0.0625646,0.492439,1.4658e-15,0.870347,-1.16278e-15,14.2516,-2.54623e-14,-0.007348,2.8,9.32169,2.17655e-14,9.67998
4.89371e-14,29.0518,7.37257e-16,43.6352,16.4333,16.2968,16.2968,16.3785,16.3785,10.82,5.42646,2897.32,0.060765,10.82,5.42646,2897.32,-0.060765,10.9261,5.4787,2911.4,0.0613667,10.9261,5.4787,2911.4,-0.0613667,0.460528,1.53594e-15,0.887645,-1.15813e-15,14.2604,-2.54594e-14,-0.007348,2.8025,8.61245,2.29142e-14,10.4158
4.55742e-14,29.0751,7.39426e-16,42.6157,16.4382,16.303,16.303,16.3847,16.3847,10.5686,5.28339,2900.53,0.0595608,10.5686,5.28339,2900.53,-0.0595608,10.6737,5.33507,2914.63,0.0601585,10.6737,5.33507,2914.63,-0.0601585,0.427983,1.60503e-15,0.903787,-1.15356e-15,14.2694,-2.5457e-14,-0.007348,2.805,7.85005,2.41864e-14,11.0981
4.66527e-14,29.0982,7.15573e-16,41.6685,16.4429,16.3088,16.3088,16.3905,16.3905,10.3354,5.14374,2903.52,0.0583573,10.3354,5.14374,2903.52,-0.0583573,10.4397,5.19487,2917.63,0.0589511,10.4397,5.19487,2917.63,-0.0589511,0.394848,1.67138e-15,0.918747,-1.14616e-15,14.2785,-2.54552e-14,-0.007348,2.8075,7.03836,2.55074e-14,11.7231
4.59553e-14,29.121,7.17742e-16,40.7999,16.4471,16.3141,16.3141,16.3959,16.3959,10.1219,5.00829,2906.25,0.0571653,10.1219,5.00829,2906.25,-0.0571653,10.2255,5.05888,2920.37,0.0577553,10.2255,5.05888,2920.37,-0.0577553,0.361163,1.73564e-15,0.932503,-1.1374e-15,14.2877,-2.54541e-14,-0.007348,2.81,6.18148,2.6906e-14,12.2874
4.63679e-14,29.1437,7.22079e-16,40.016,16.4509,16.3189,16.3189,16.4006,16.4006,9.92984,4.87771,2908.71,0.0559953,9.92984,4.87771,2908.71,-0.0559953,10.0327,4.9278,2922.84,0.0565815,10.0327,4.9278,2922.84,-0.0565815,0.326974,1.79757e-15,0.945033,-1.12693e-15,14.297,-2.54534e-14,-0.007348,2.8125,5.28381,2.83656e-14,12.7879
4.35611e-14,29.1663,7.09068e-16,39.323,16.4543,16.3231,16.3231,16.4049,16.4049,9.76061,4.75268,2910.88,0.0548576,9.76061,4.75268,2910.88,-0.0548576,9.86286,4.80229,2925.02,0.0554401,9.86286,4.80229,2925.02,-0.0554401,0.292324,1.85668e-15,0.956319,-1.11349e-15,14.3064,-2.54533e-14,-0.007348,2.815,4.34995,2.98437e-14,13.2217
4.24196e-14,29.1887,7.1991e-16,38.7265,16.4572,16.3267,16.3267,16.4085,16.4085,9.61563,4.63383,2912.73,0.0537622,9.61563,4.63383,2912.73,-0.0537622,9.71736,4.68297,2926.88,0.0543411,9.71736,4.68297,2926.88,-0.0543411,0.257258,1.91261e-15,0.966343,-1.09617e-15,14.3159,-2.54537e-14,-0.007348,2.8175,3.38475,3.13047e-14,13.5864
4.38309e-14,29.2111,7.39426e-16,38.2318,16.4595,16.3297,16.3297,16.4115,16.4115,9.49618,4.52176,2914.26,0.0527187,9.49618,4.52176,2914.26,-0.0527187,9.59749,4.57047,2928.42,0.0532943,9.59749,4.57047,2928.42,-0.0532943,0.221823,1.96608e-15,0.975087,-1.07749e-15,14.3255,-2.54545e-14,-0.007348,2.82,2.3932,3.28097e-14,13.88
4.20228e-14,29.2334,7.11237e-16,37.8433,16.4614,16.332,16.332,16.4138,16.4138,9.40336,4.41708,2915.45,0.0517364,9.40336,4.41708,2915.45,-0.0517364,9.50434,4.46539,2929.61,0.0523089,9.50434,4.46539,2929.61,-0.0523089,0.186065,2.01691e-15,0.982537,-1.05708e-15,14.3352,-2.54558e-14,-0.007348,2.8225,1.38048,3.43396e-14,14.1005
4.14365e-14,29.2557,7.069e-16,37.5649,16.4627,16.3337,16.3337,16.4155,16.4155,9.33807,4.32036,2916.29,0.0508242,9.33807,4.32036,2916.29,-0.0508242,9.43883,4.3683,2930.45,0.0513937,9.43883,4.3683,2930.45,-0.0513937,0.150032,2.06478e-15,0.988681,-1.03373e-15,14.3449,-2.54575e-14,-0.007348,2.825,0.351893,3.58511e-14,14.2468
4.21825e-14,29.278,7.15573e-16,37.3995,16.4634,16.3346,16.3346,16.4164,16.4164,9.30104,4.23212,2916.77,0.0499903,9.30104,4.23212,2916.77,-0.0499903,9.40167,4.27973,2930.93,0.0505572,9.40167,4.27973,2930.93,-0.0505572,0.11377,2.10992e-15,0.993507,-1.00905e-15,14.3546,-2.54596e-14,-0.007348,2.8275,-0.687148,3.7381e-14,14.3178
4.38161e-14,29.3002,7.26415e-16,37.3493,16.4636,16.3348,16.3348,16.4166,16.4166,9.29274,4.15289,2916.88,0.0492424,9.29274,4.15289,2916.88,-0.0492424,9.39334,4.2002,2931.04,0.0498069,9.39334,4.2002,2931.04,-0.0498069,0.0773283,2.15244e-15,0.997006,-9.84427e-16,14.3644,-2.54621e-14,-0.007348,2.83,-1.73116,3.89615e-14,14.3129
4.27847e-14,29.3225,7.41594e-16,37.4154,16.4631,16.3343,16.3343,16.4161,16.4161,9.31345,4.08312,2916.61,0.0485874,9.31345,4.08312,2916.61,-0.0485874,9.41413,4.13017,2930.78,0.0491498,9.41413,4.13017,2930.78,-0.0491498,0.0407551,2.19216e-15,0.999169,-9.588e-16,14.3742,-2.5465e-14,-0.007348,2.8325,-2.7746,4.05526e-14,14.2321
4.25284e-14,29.3449,8.13152e-16,37.5982,16.4621,16.3331,16.3331,16.4149,16.4149,9.36322,4.02323,2915.98,0.0480316,9.36322,4.02323,2915.98,-0.0480316,9.46408,4.07005,2930.14,0.0485923,9.46408,4.07005,2930.14,-0.0485923,0.0040992,2.22898e-15,0.999992,-9.31019e-16,14.384,-2.54681e-14,-0.007348,2.835,-3.81192,4.2113e-14,14.0754
4.1604e-14,29.3673,8.32667e-16,37.8972,16.4605,16.3311,16.3311,16.4129,16.4129,9.44187,3.97358,2914.97,0.0475805,9.44187,3.97358,2914.97,-0.0475805,9.54301,4.02021,2929.12,0.0481398,9.54301,4.02021,2929.12,-0.0481398,-0.0325902,2.26289e-15,0.999469,-9.01185e-16,14.3938,-2.54715e-14,-0.007348,2.8375,-4.83757,4.36372e-14,13.8436
4.14561e-14,29.3899,8.39172e-16,38.311,16.4584,16.3284,16.3284,16.4102,16.4102,9.54902,3.93448,2913.59,0.0472388,9.54902,3.93448,2913.59,-0.0472388,9.65055,3.98097,2927.75,0.0477971,9.65055,3.98097,2927.75,-0.0477971,-0.0692637,2.2938e-15,0.997598,-8.69403e-16,14.4036,-2.54752e-14,-0.007348,2.84,-5.84606,4.51195e-14,13.5378
4.04209e-14,29.4126,7.95804e-16,38.8374,16.4556,16.3251,16.3251,16.4068,16.4068,9.6841,3.9062,2911.86,0.0470104,9.6841,3.9062,2911.86,-0.0470104,9.78613,3.95257,2926.01,0.047568,9.78613,3.95257,2926.01,-0.047568,-0.105872,2.32168e-15,0.99438,-8.35643e-16,14.4134,-2.54791e-14,-0.007348,2.8425,-6.83194,4.65509e-14,13.1592
4.0386e-14,29.4354,7.87131e-16,39.4736,16.4524,16.321,16.321,16.4028,16.4028,9.84636,3.88894,2909.78,0.0468981,9.84636,3.88894,2909.78,-0.0468981,9.94897,3.93525,2923.92,0.0474555,9.94897,3.93525,2923.92,-0.0474555,-0.142365,2.34648e-15,0.989814,-8.0002e-16,14.4232,-2.54832e-14,-0.007348,2.845,-7.78988,4.79265e-14,12.7099
4.01289e-14,29.4585,8.00141e-16,40.2158,16.4485,16.3163,16.3163,16.398,16.398,10.0349,3.8829,2907.36,0.0469042,10.0349,3.8829,2907.36,-0.0469042,10.1382,3.92919,2921.49,0.0474618,10.1382,3.92919,2921.49,-0.0474618,-0.178694,2.36815e-15,0.983905,-7.63066e-16,14.4329,-2.54875e-14,-0.007348,2.8475,-8.71468,4.9253e-14,12.192
4.13146e-14,29.4817,8.04478e-16,41.0603,16.4442,16.3109,16.3109,16.3926,16.3926,10.2487,3.88825,2904.62,0.0470301,10.2487,3.88825,2904.62,-0.0470301,10.3527,3.93457,2918.73,0.0475882,10.3527,3.93457,2918.73,-0.0475882,-0.21481,2.38653e-15,0.976656,-7.2558e-16,14.4425,-2.54918e-14,-0.007348,2.85,-9.60128,5.05421e-14,11.6081
4.28335e-14,29.5053,7.97973e-16,42.0027,16.4394,16.305,16.305,16.3866,16.3866,10.4866,3.90522,2901.56,0.0472764,10.4866,3.90522,2901.56,-0.0472764,10.5915,3.95162,2915.66,0.0478354,10.5915,3.95162,2915.66,-0.0478354,-0.250662,2.40133e-15,0.968075,-6.88689e-16,14.4521,-2.54962e-14,-0.007348,2.8525,-10.4448,5.18105e-14,10.9612
4.10222e-14,29.5292,7.78457e-16,43.0384,16.4341,16.2984,16.2984,16.38,16.38,10.7474,3.93417,2898.21,0.0476428,10.7474,3.93417,2898.21,-0.0476428,10.8533,3.98071,2912.29,0.0482032,10.8533,3.98071,2912.29,-0.0482032,-0.286202,2.41293e-15,0.958169,-6.50615e-16,14.4616,-2.55007e-14,-0.007348,2.855,-11.2407,5.3008e-14,10.2548
4.09874e-14,29.5534,7.95804e-16,44.1619,16.4284,16.2913,16.2913,16.3729,16.3729,11.0298,3.97564,2894.58,0.0481285,11.0298,3.97564,2894.58,-0.0481285,11.1367,4.02238,2908.65,0.0486906,11.1367,4.02238,2908.65,-0.0486906,-0.321381,2.42158e-15,0.94695,-6.10473e-16,14.471,-2.55051e-14,-0.007348,2.8575,-11.9844,5.4109e-14,9.49254
4.13969e-14,29.5781,7.6111e-16,45.3651,16.4222,16.2837,16.2837,16.3653,16.3653,11.3315,4.03038,2890.69,0.0487312,11.3315,4.03038,2890.69,-0.0487312,11.4396,4.07738,2904.75,0.0492954,11.4396,4.07738,2904.75,-0.0492954,-0.35615,2.42686e-15,0.934429,-5.69641e-16,14.4802,-2.55095e-14,-0.007348,2.86,-12.6719,5.51365e-14,8.6786
3.91425e-14,29.6032,7.71952e-16,46.634,16.4158,16.2757,16.2757,16.3572,16.3572,11.649,4.09903,2886.61,0.0494465,11.649,4.09903,2886.61,-0.0494465,11.7581,4.14635,2900.65,0.050013,11.7581,4.14635,2900.65,-0.050013,-0.390461,2.42925e-15,0.920619,-5.2688e-16,14.4894,-2.55137e-14,-0.007348,2.8625,-13.2994,5.6062e-14,7.81741
4.02191e-14,29.6287,7.39426e-16,47.9479,16.4091,16.2674,16.2674,16.3489,16.3489,11.9769,4.18165,2882.38,0.0502669,11.9769,4.18165,2882.38,-0.0502669,12.087,4.22934,2896.41,0.0508361,12.087,4.22934,2896.41,-0.0508361,-0.424267,2.42859e-15,0.905537,-4.82627e-16,14.4983,-2.55177e-14,-0.007348,2.865,-13.8632,5.68897e-14,6.91363
4.0186e-14,29.6546,7.50268e-16,49.2843,16.4023,16.2589,16.2589,16.3404,16.3404,12.3097,4.27762,2878.09,0.0511829,12.3097,4.27762,2878.09,-0.0511829,12.4209,4.32573,2892.1,0.0517549,12.4209,4.32573,2892.1,-0.0517549,-0.45752,2.42432e-15,0.889199,-4.38223e-16,14.5072,-2.55214e-14,-0.007348,2.8675,-14.3603,5.76366e-14,5.97203
3.94864e-14,29.681,7.52436e-16,50.6251,16.3954,16.2505,16.2505,16.3319,16.3319,12.643,4.38593,2873.79,0.0521836,12.643,4.38593,2873.79,-0.0521836,12.7553,4.4345,2887.78,0.0527587,12.7553,4.4345,2887.78,-0.0527587,-0.490174,2.41697e-15,0.871625,-3.92737e-16,14.5158,-2.55249e-14,-0.007348,2.87,-14.7878,5.82849e-14,4.99755
3.96743e-14,29.7077,7.82794e-16,51.9568,16.3886,16.242,16.242,16.3234,16.3234,12.9737,4.50564,2869.52,0.0532583,12.9737,4.50564,2869.52,-0.0532583,13.087,4.5547,2883.5,0.0538366,13.087,4.5547,2883.5,-0.0538366,-0.522182,2.40647e-15,0.852834,-3.46358e-16,14.5242,-2.55279e-14,-0.007348,2.8725,-15.1432,5.88343e-14,3.99537
3.69749e-14,29.7348,7.78457e-16,53.2666,16.382,16.2338,16.2338,16.3151,16.3151,13.2985,4.63598,2865.32,0.0543953,13.2985,4.63598,2865.32,-0.0543953,13.4128,4.68556,2879.29,0.0549769,13.4128,4.68556,2879.29,-0.0549769,-0.553498,2.39351e-15,0.83285,-2.98102e-16,14.5324,-2.55304e-14,-0.007348,2.875,-15.4244,5.92753e-14,2.97084
3.96044e-14,29.7623,7.95804e-16,54.5398,16.3755,16.2257,16.2257,16.307,16.307,13.6138,4.77624,2861.24,0.0555822,13.6138,4.77624,2861.24,-0.0555822,13.7291,4.82633,2875.19,0.0561673,13.7291,4.82633,2875.19,-0.0561673,-0.584079,2.37726e-15,0.811697,-2.49299e-16,14.5404,-2.55324e-14,-0.007348,2.8775,-15.6296,5.96175e-14,1.92949
4.02337e-14,29.7899,8.52183e-16,55.759,16.3692,16.218,16.218,16.2992,16.2992,13.9153,4.92546,2857.34,0.0568054,13.9153,4.92546,2857.34,-0.0568054,14.0315,4.97608,2871.28,0.0573939,14.0315,4.97608,2871.28,-0.0573939,-0.613879,2.35658e-15,0.7894,-2.01758e-16,14.5481,-2.55338e-14,-0.007348,2.88,-15.7577,5.98683e-14,0.87694
4.175e-14,29.8178,8.47846e-16,56.907,16.3633,16.2107,16.2107,16.2919,16.2919,14.1985,5.0822,2853.67,0.0580501,14.1985,5.0822,2853.67,-0.0580501,14.3157,5.13333,2867.59,0.0586422,14.3157,5.13333,2867.59,-0.0586422,-0.642855,2.33184e-15,0.765988,-1.54928e-16,14.5555,-2.55344e-14,-0.007348,2.8825,-15.8076,6.00163e-14,-0.181196
3.88259e-14,29.8459,8.30499e-16,57.9723,16.3579,16.2039,16.2039,16.2851,16.2851,14.4607,5.24464,2850.27,0.0593024,14.4607,5.24464,2850.27,-0.0593024,14.5788,5.29627,2864.17,0.0598981,14.5788,5.29627,2864.17,-0.0598981,-0.670965,2.30445e-15,0.741489,-1.07142e-16,14.5627,-2.55343e-14,-0.007348,2.885,-15.7789,6.00581e-14,-1.2393
4.05642e-14,29.874,8.65193e-16,58.9505,16.3528,16.1977,16.1977,16.2788,16.2788,14.701,5.41115,2847.14,0.0605497,14.701,5.41115,2847.14,-0.0605497,14.82,5.46324,2861.03,0.0611491,14.82,5.46324,2861.03,-0.0611491,-0.698167,2.27433e-15,0.715935,-5.85593e-17,14.5695,-2.55332e-14,-0.007348,2.8875,-15.6716,5.99957e-14,-2.29173
4.36339e-14,29.9022,8.73867e-16,59.8388,16.3482,16.192,16.192,16.2731,16.2731,14.9187,5.58033,2844.3,0.0617806,14.9187,5.58033,2844.3,-0.0617806,15.0385,5.63283,2858.19,0.0623835,15.0385,5.63283,2858.19,-0.0623835,-0.724421,2.23896e-15,0.689358,-1.19776e-17,14.5761,-2.55313e-14,-0.007348,2.89,-15.4859,5.98128e-14,-3.3328
4.29277e-14,29.9301,9.12898e-16,60.6336,16.3441,16.1869,16.1869,16.268,16.268,15.1131,5.75092,2841.77,0.0629843,15.1131,5.75092,2841.77,-0.0629843,15.2335,5.80377,2855.64,0.0635906,15.2335,5.80377,2855.64,-0.0635906,-0.749687,2.19944e-15,0.661792,3.36382e-17,14.5823,-2.55283e-14,-0.007348,2.8925,-15.2226,5.9511e-14,-4.35683
4.62178e-14,29.9579,8.91214e-16,61.3295,16.3404,16.1824,16.1824,16.2635,16.2635,15.2826,5.92139,2839.55,0.0641499,15.2826,5.92139,2839.55,-0.0641499,15.4036,5.97451,2853.41,0.0647595,15.4036,5.97451,2853.41,-0.0647595,-0.773927,2.15561e-15,0.633274,7.82308e-17,14.5883,-2.55242e-14,-0.007348,2.895,-14.883,5.90824e-14,-5.35826
